Origin,[Migration_Dim].[list].[Mig_Name].[Code],Dest,1960,1970,1980,1990,2000,gt1000
FRA,TOT,MLI,3181,3123,3065,3009,2491,true
FRA,TOT,MTQ,3786,9838,14552,26201,37431,true
FRA,TOT,MRT,1251,2092,3498,1343,1484,true
FRA,TOT,MUS,1113,1143,1848,1898,2479,true
FRA,TOT,MYT,122,258,547,1413,4191,true
FRA,TOT,MEX,4228,3544,4762,4257,5777,true
FRA,TOT,MCO,8636,8548,7522,7673,7135,true
FRA,TOT,MAR,178533,57388,32232,27278,24973,true
FRA,TOT,NLD,4713,2890,5544,13621,18274,true
FRA,TOT,NCL,7030,9168,16852,18863,24944,true
FRA,TOT,NZL,424,461,607,895,1604,true
FRA,TOT,NER,6002,8103,10937,8108,2336,true
FRA,TOT,NGA,8947,7605,43848,12537,21021,true
FRA,TOT,NOR,670,957,2053,2466,2996,true
FRA,TOT,POL,66362,57144,46523,39300,36937,true
FRA,TOT,PRT,3441,8990,23489,60844,93565,true
FRA,TOT,PRI,385,1135,1630,1119,14326,true
FRA,TOT,QAT,18,90,188,1015,1843,true
FRA,TOT,REU,4244,9230,19150,38190,69863,true
FRA,TOT,ROM,1186,1017,718,512,1028,true
FRA,TOT,RWA,911,332,377,576,2581,true
FRA,TOT,SPM,117,333,480,808,1136,true
FRA,TOT,SMR,7,7,965,1014,1066,true
FRA,TOT,SEN,15858,10211,10771,20088,19807,true
FRA,TOT,SCG,3780,3842,6879,10920,40418,true
FRA,TOT,SVK,106,117,129,398,1381,true
FRA,TOT,SVN,1123,1141,2043,1403,1109,true
FRA,TOT,ZAF,1534,2505,3469,2482,3197,true
FRA,TOT,ESP,43966,74159,127032,132217,126435,true
FRA,TOT,SDN,1123,1071,1374,4091,4936,true
FRA,TOT,SUR,22,342,488,1116,2279,true
FRA,TOT,SWE,1725,2586,3156,3923,5541,true
FRA,TOT,CHE,42069,56585,56276,56141,65553,true
FRA,TOT,TZA,2610,2419,2287,2203,1651,true
FRA,TOT,THA,70,147,381,656,2125,true
FRA,TOT,TGO,3561,5091,5356,5594,5764,true
FRA,TOT,TTO,2530,2060,2331,1892,1048,true
FRA,TOT,TUN,88881,12924,6461,3872,3648,true
FRA,TOT,TUR,1302,3920,5304,10160,15948,true
FRA,TOT,UGA,174,173,135,110,1459,true
FRA,TOT,GBR,36254,21661,39996,54189,116631,true
FRA,TOT,USA,116814,124960,167205,171151,198061,true
FRA,TOT,VEN,2094,3990,4979,4731,3662,true
FRA,FEM,DZA,78867,28924,22056,17388,13708,true
FRA,FEM,AND,111,606,1238,2093,2249,true
FRA,FEM,ARG,12629,8754,5364,3873,3685,true
FRA,FEM,AUS,1925,3901,5263,7117,8503,true
FRA,FEM,AUT,7460,3958,2891,2318,3545,true
FRA,FEM,BEL,32660,45784,52747,47043,58677,true
FRA,FEM,BIH,227,236,431,1865,1442,true
FRA,FEM,BRA,5320,4725,5022,3366,3474,true
FRA,FEM,CMR,3350,3792,3037,4404,3730,true
FRA,FEM,CAN,17131,21144,25813,35308,43552,true
FRA,FEM,CHL,1454,1168,953,1069,1470,true
FRA,FEM,COD,10738,75580,46936,32753,27001,true
FRA,FEM,CIV,6875,10628,14014,3133,3572,true
FRA,FEM,CZE,158,174,193,1269,2032,true
FRA,FEM,DNK,268,697,1177,1325,1810,true
FRA,FEM,DOM,488,714,820,987,1213,true
FRA,FEM,EGY,5287,3506,1425,1337,2540,true
FRA,FEM,ETH,936,926,1028,1133,1181,true
FRA,FEM,GUF,477,1732,2345,5129,9357,true
FRA,FEM,PYF,623,2088,5355,6897,8708,true
FRA,FEM,GAB,323,638,1173,2149,3271,true
FRA,FEM,DEU,11261,22362,38714,37902,59776,true
FRA,FEM,GHA,153,1011,388,1366,2345,true
FRA,FEM,GRC,109,303,2285,4903,3014,true
FRA,FEM,GLP,1495,5067,7226,14596,23720,true
FRA,FEM,IND,493,1394,1167,3066,1385,true
FRA,FEM,IRL,276,397,1171,1533,4124,true
FRA,FEM,ISR,1002,1221,1583,7621,17087,true
FRA,FEM,ITA,24266,48462,74971,46352,32590,true
FRA,FEM,JPN,365,58,145,1460,1855,true
FRA,FEM,LBY,1498,2208,5113,7532,9018,true
FRA,FEM,LUX,6157,6323,7452,7506,9871,true
FRA,FEM,MKD,397,412,755,1338,1554,true
FRA,FEM,MDG,23461,12933,16379,7208,6516,true
FRA,FEM,MYS,1,61,183,573,1049,true
FRA,FEM,MLI,1517,1474,1432,1391,1197,true
FRA,FEM,MTQ,1829,4570,6959,12775,19152,true
FRA,FEM,MUS,528,594,1001,991,1221,true
FRA,FEM,MYT,45,96,205,532,1753,true
FRA,FEM,MEX,1998,1789,2471,2104,2815,true
FRA,FEM,MCO,5140,4992,4509,4487,4178,true
FRA,FEM,MAR,93536,29836,16603,13934,12636,true
FRA,FEM,NLD,3205,1287,2715,7671,10138,true
FRA,FEM,NCL,2641,3370,7020,7939,10772,true
FRA,FEM,NER,3199,4401,6053,4429,1240,true
FRA,FEM,NGA,2140,2159,15343,5225,9136,true
FRA,FEM,NOR,407,544,1032,1217,1398,true
FRA,FEM,POL,38367,32997,27298,23061,20482,true
FRA,FEM,PRT,1867,4600,11332,31585,49395,true
FRA,FEM,PRI,197,590,862,533,7748,true
FRA,FEM,REU,2044,4065,8617,17279,32175,true
FRA,FEM,RWA,460,159,180,316,1359,true
FRA,FEM,SEN,7878,4974,5427,11378,11742,true
FRA,FEM,SCG,2180,2266,4148,5516,21517,true
FRA,FEM,ZAF,865,1289,1735,1313,1529,true
FRA,FEM,ESP,22836,38398,65951,71010,68285,true
FRA,FEM,SDN,479,484,614,2029,2438,true
FRA,FEM,SUR,10,159,228,522,1068,true
FRA,FEM,SWE,936,1212,1529,1779,2306,true
FRA,FEM,CHE,23713,36552,32038,32624,33504,true
FRA,FEM,TGO,1811,2589,2702,2799,2861,true
FRA,FEM,TUN,47209,7376,3820,2602,2431,true
FRA,FEM,TUR,633,1919,2577,4981,8140,true
FRA,FEM,GBR,24640,12742,27064,34398,68673,true
FRA,FEM,USA,72019,68619,99077,101910,109660,true
FRA,FEM,VEN,878,1662,2402,2305,1723,true
FRA,MAL,DZA,70967,29798,24238,19108,15064,true
FRA,MAL,AND,79,418,1194,1908,2097,true
FRA,MAL,ARG,10286,7142,4424,3286,3647,true
FRA,MAL,AUS,3283,3798,7596,7383,8604,true
FRA,MAL,AUT,4850,2052,1456,1080,2203,true
FRA,MAL,BEL,27395,42621,53577,46307,54865,true
FRA,MAL,BIH,166,164,284,1624,1307,true
FRA,MAL,BRA,5178,4367,5225,4676,4896,true
FRA,MAL,CMR,3879,4341,3439,5208,4362,true
FRA,MAL,CAN,17983,23210,28851,26220,35123,true
FRA,MAL,CHL,1390,1131,967,1070,1627,true
FRA,MAL,COD,8610,71103,44472,30414,24716,true
FRA,MAL,CIV,7460,11534,14406,3746,4939,true
FRA,MAL,CZE,109,120,133,1034,1618,true
FRA,MAL,DNK,172,564,1007,1336,2289,true
FRA,MAL,DOM,613,854,1137,1473,1865,true
FRA,MAL,EGY,5582,3552,1569,1391,2887,true
FRA,MAL,ETH,1690,1571,1598,1627,1721,true
FRA,MAL,GUF,703,2841,3413,6736,11421,true
FRA,MAL,PYF,1090,3879,9232,11045,12873,true
FRA,MAL,GAB,297,797,1506,2786,4239,true
FRA,MAL,DEU,12690,17292,35970,32374,52396,true
FRA,MAL,GHA,227,1418,398,1384,2370,true
FRA,MAL,GRC,108,312,1628,3592,2053,true
FRA,MAL,GLP,1578,5645,7816,15509,23813,true
FRA,MAL,IND,785,2004,829,2624,1265,true
FRA,MAL,IRL,165,269,747,971,3746,true
FRA,MAL,ISR,1109,1288,1373,7264,14861,true
FRA,MAL,ITA,15134,34335,47848,19244,14040,true
FRA,MAL,JPN,353,77,153,1834,2999,true
FRA,MAL,LBY,1479,1928,5402,7957,9527,true
FRA,MAL,LUX,4346,4751,5547,6002,8862,true
FRA,MAL,MKD,291,287,497,973,1131,true
FRA,MAL,MDG,23300,13947,18811,7874,7118,true
FRA,MAL,MYS,2,69,207,677,1539,true
FRA,MAL,MLI,1664,1649,1634,1618,1294,true
FRA,MAL,MTQ,1957,5268,7593,13426,18279,true
FRA,MAL,MUS,585,549,847,907,1258,true
FRA,MAL,MYT,77,162,342,882,2438,true
FRA,MAL,MEX,2231,1755,2291,2153,2962,true
FRA,MAL,MCO,3496,3555,3013,3186,2957,true
FRA,MAL,MAR,84997,27552,15629,13344,12337,true
FRA,MAL,NLD,1508,1603,2829,5949,8136,true
FRA,MAL,NCL,4389,5798,9832,10924,14172,true
FRA,MAL,NER,2803,3702,4885,3679,1096,true
FRA,MAL,NGA,6807,5446,28505,7312,11885,true
FRA,MAL,NOR,263,413,1021,1250,1598,true
FRA,MAL,POL,27996,24147,19225,16239,16454,true
FRA,MAL,PRT,1573,4390,12156,29259,44171,true
FRA,MAL,PRI,188,545,768,586,6578,true
FRA,MAL,QAT,13,67,131,680,1330,true
FRA,MAL,REU,2200,5165,10533,20912,37688,true
FRA,MAL,RWA,450,173,197,260,1222,true
FRA,MAL,SEN,7979,5237,5344,8710,8064,true
FRA,MAL,SCG,1600,1576,2731,5405,18901,true
FRA,MAL,ZAF,669,1216,1735,1168,1668,true
FRA,MAL,ESP,21130,35760,61082,61208,58150,true
FRA,MAL,SDN,643,587,760,2062,2498,true
FRA,MAL,SUR,12,183,260,594,1211,true
FRA,MAL,SWE,790,1375,1627,2144,3235,true
FRA,MAL,CHE,18356,20034,24238,23517,32049,true
FRA,MAL,THA,41,84,270,478,1576,true
FRA,MAL,TGO,1750,2502,2654,2795,2903,true
FRA,MAL,TUN,41672,5549,2641,1269,1216,true
FRA,MAL,TUR,669,2001,2727,5179,7808,true
FRA,MAL,GBR,11614,8919,12933,19791,47958,true
FRA,MAL,USA,44795,56340,68128,69241,88402,true
FRA,MAL,VEN,1215,2328,2576,2427,1939,true
GUF,TOT,MTQ,652,5,1386,1972,3209,true
GUF,FEM,MTQ,294,2,670,1125,1903,true
GUF,MAL,MTQ,358,3,716,847,1305,true
PYF,TOT,NCL,722,20,3394,3139,3514,true
PYF,TOT,USA,74,189,1011,1192,7709,true
PYF,FEM,NCL,288,10,1590,1498,1735,true
PYF,FEM,USA,37,106,578,756,4042,true
PYF,MAL,NCL,434,11,1804,1641,1779,true
PYF,MAL,USA,36,83,433,437,3667,true
GAB,TOT,DEU,52,58,51,90,1228,true
GAB,TOT,GHA,3,307,162,2101,4040,true
GAB,TOT,MLI,67,66,65,63,4543,true
GAB,TOT,GBR,27,97,195,15,1009,true
GAB,FEM,GHA,1,145,81,1010,1938,true
GAB,FEM,MLI,31,30,29,28,2099,true
GAB,MAL,GHA,2,162,81,1092,2102,true
GAB,MAL,MLI,36,36,36,35,2443,true
GMB,TOT,DEU,87,96,86,1002,2002,true
GMB,TOT,NGA,3,643,6628,2571,4312,true
GMB,TOT,SEN,5904,3802,4010,7479,7374,true
GMB,TOT,SLE,2487,4080,5038,4959,2386,true
GMB,TOT,ESP,0,0,0,73,5083,true
GMB,TOT,SWE,0,4,10,18,2473,true
GMB,TOT,USA,64,143,497,1561,3816,true
GMB,FEM,NGA,1,256,2688,1091,1906,true
GMB,FEM,SEN,3179,2010,2188,4539,4664,true
GMB,FEM,SLE,977,1690,2198,2279,1331,true
GMB,FEM,ESP,0,0,0,32,1483,true
GMB,FEM,SWE,0,2,2,8,1007,true
GMB,FEM,USA,32,79,135,362,1658,true
GMB,MAL,DEU,57,61,61,940,1302,true
GMB,MAL,NGA,2,388,3940,1481,2406,true
GMB,MAL,SEN,2725,1791,1823,2940,2710,true
GMB,MAL,SLE,1510,2391,2840,2681,1055,true
GMB,MAL,ESP,0,0,0,41,3600,true
GMB,MAL,SWE,0,3,7,11,1466,true
GMB,MAL,USA,32,64,362,1199,2158,true
GEO,TOT,ARM,0,69672,66870,60756,66796,true
GEO,TOT,AZE,12802,22800,18007,24831,16291,true
GEO,TOT,BLR,0,0,0,14141,9882,true
GEO,TOT,CYP,73,254,434,619,6945,true
GEO,TOT,EST,0,0,0,2328,1586,true
GEO,TOT,FRA,9140,914,2012,264,15420,true
GEO,TOT,DEU,3149,3320,3324,60148,75104,true
GEO,TOT,GRC,171,362,428,10215,21977,true
GEO,TOT,HKG,650,638,34,307,5810,true
GEO,TOT,ISR,9967,11843,20048,45934,86254,true
GEO,TOT,KAZ,0,14363,30365,44485,35075,true
GEO,TOT,KGZ,0,187,240,6597,3436,true
GEO,TOT,LVA,0,0,0,3225,1992,true
GEO,TOT,LBN,48,75,70,269,2269,true
GEO,TOT,MDA,0,0,0,7882,6463,true
GEO,TOT,QAT,46,401,1037,449,3390,true
GEO,TOT,RUS,0,223261,289412,423040,628973,true
GEO,TOT,ESP,0,0,0,58,1341,true
GEO,TOT,TJK,0,0,0,2350,1768,true
GEO,TOT,TUR,2402,2023,1470,1800,6473,true
GEO,TOT,TKM,0,1902,2196,2736,2006,true
GEO,TOT,UKR,0,47711,53300,79571,71015,true
GEO,TOT,USA,10882,8942,3823,4198,14757,true
GEO,TOT,UZB,0,286,47646,35511,28942,true
GEO,TOT,YEM,7117,8812,10909,13505,15788,true
GEO,FEM,ARM,0,36893,35409,32172,40498,true
GEO,FEM,AZE,6779,12073,9535,13149,8738,true
GEO,FEM,BLR,0,0,0,7488,4838,true
GEO,FEM,CYP,39,127,216,308,3332,true
GEO,FEM,FRA,4366,444,1120,116,7810,true
GEO,FEM,DEU,1550,1328,1382,26209,39129,true
GEO,FEM,GRC,76,164,206,5080,12537,true
GEO,FEM,HKG,262,286,12,202,4477,true
GEO,FEM,ISR,4728,5760,10678,25944,51548,true
GEO,FEM,KAZ,0,7605,16079,23556,18573,true
GEO,FEM,KGZ,0,99,127,3493,1731,true
GEO,FEM,LBN,21,37,40,129,1395,true
GEO,FEM,MDA,0,0,0,4174,3422,true
GEO,FEM,QAT,10,104,338,107,1129,true
GEO,FEM,RUS,0,118222,153251,224010,333056,true
GEO,FEM,TUR,1026,902,683,894,3717,true
GEO,FEM,TKM,0,1007,1163,1449,1076,true
GEO,FEM,UKR,0,25264,28224,42135,32565,true
GEO,FEM,USA,5501,4346,2157,2297,7739,true
GEO,FEM,UZB,0,151,25230,18804,15524,true
GEO,FEM,YEM,2604,3224,3991,4941,5776,true
GEO,MAL,ARM,0,32779,31461,28584,26298,true
GEO,MAL,AZE,6023,10727,8472,11682,7552,true
GEO,MAL,BLR,0,0,0,6653,5044,true
GEO,MAL,CYP,35,127,218,311,3613,true
GEO,MAL,FRA,4774,470,893,149,7609,true
GEO,MAL,DEU,1599,1992,1942,33939,35974,true
GEO,MAL,GRC,94,198,221,5135,9440,true
GEO,MAL,HKG,388,351,23,105,1333,true
GEO,MAL,ISR,5240,6083,9370,19989,34706,true
GEO,MAL,KAZ,0,6757,14286,20929,16502,true
GEO,MAL,KGZ,0,88,113,3104,1705,true
GEO,MAL,LVA,0,0,0,1576,1128,true
GEO,MAL,MDA,0,0,0,3708,3041,true
GEO,MAL,QAT,36,296,698,342,2261,true
GEO,MAL,RUS,0,105039,136162,199030,295917,true
GEO,MAL,TUR,1376,1121,787,905,2756,true
GEO,MAL,UKR,0,22447,25077,37436,38450,true
GEO,MAL,USA,5381,4595,1666,1901,7018,true
GEO,MAL,UZB,0,135,22416,16707,13417,true
GEO,MAL,YEM,4514,5588,6918,8565,10012,true
DEU,TOT,ARG,50653,36446,24323,17313,10420,true
DEU,TOT,ARM,0,0,0,0,1094,true
DEU,TOT,AUS,104693,125685,106805,108810,107208,true
DEU,TOT,AUT,435151,189405,103062,88810,101883,true
DEU,TOT,BEL,14818,23429,28046,28363,35924,true
DEU,TOT,BOL,3876,2501,1312,1123,1309,true
DEU,TOT,BIH,2223,2259,4045,19732,15540,true
DEU,TOT,BRA,58773,50643,41363,25507,19530,true
DEU,TOT,BGR,310,323,331,328,1526,true
DEU,TOT,CAN,183947,188574,196989,218650,185745,true
DEU,TOT,CHL,11894,8159,6041,5359,5352,true
DEU,TOT,COL,3085,3104,2589,2174,1947,true
DEU,TOT,CRI,483,261,486,799,1402,true
DEU,TOT,HRV,21968,22327,39976,5242,8781,true
DEU,TOT,CYP,670,489,305,123,1187,true
DEU,TOT,CZE,495,547,605,4277,9732,true
DEU,TOT,DNK,28277,31883,26899,24476,26565,true
DEU,TOT,DOM,160,1546,2883,4405,6199,true
DEU,TOT,ECU,486,905,1408,1390,1801,true
DEU,TOT,EGY,438,936,1486,8557,9983,true
DEU,TOT,FIN,1516,985,639,2600,3687,true
DEU,TOT,FRA,154139,221523,201292,210539,260042,true
DEU,TOT,GRC,240,683,6515,21093,11349,true
DEU,TOT,HKG,548,833,24,988,1033,true
DEU,TOT,HUN,35904,25887,21411,17927,16733,true
DEU,TOT,ISL,614,838,751,837,1052,true
DEU,TOT,IND,1330,3946,2395,5493,3902,true
DEU,TOT,IRL,1396,1962,3345,3921,10126,true
DEU,TOT,ISR,45630,54219,2993,15068,32343,true
DEU,TOT,ITA,57978,100320,79772,93119,55821,true
DEU,TOT,JPN,8,123,273,3688,4390,true
DEU,TOT,KWT,147,772,432,1303,1231,true
DEU,TOT,LVA,0,0,0,0,2611,true
DEU,TOT,LBN,63,354,30,9634,8468,true
DEU,TOT,LIE,827,1170,1029,1026,1077,true
DEU,TOT,LTU,0,0,0,0,1622,true
DEU,TOT,LUX,14187,12133,12191,11862,12856,true
DEU,TOT,MKD,3888,3952,7076,12463,14480,true
DEU,TOT,MEX,6734,5455,5423,4633,5678,true
DEU,TOT,NLD,128602,48321,66783,128144,115574,true
DEU,TOT,NZL,2238,2945,3506,4856,8321,true
DEU,TOT,NOR,5140,6718,7825,8941,11688,true
DEU,TOT,PRY,533,1594,1487,1977,1865,true
DEU,TOT,PER,3000,2174,1292,1862,1523,true
DEU,TOT,PHL,89,620,444,832,1737,true
DEU,TOT,POL,5512,4746,34792,64706,108175,true
DEU,TOT,PRT,932,2434,6361,15487,26214,true
DEU,TOT,QAT,60,1891,446,16086,12654,true
DEU,TOT,ROM,4821,4135,2918,2080,2468,true
DEU,TOT,SAU,46,260,1327,3458,3741,true
DEU,TOT,SCG,21375,21724,38897,27627,102251,true
DEU,TOT,SVN,6414,6519,11673,8371,5502,true
DEU,TOT,ZAF,26487,29777,32757,21564,23930,true
DEU,TOT,ESP,24142,40722,69755,89377,109454,true
DEU,TOT,SWE,37046,42798,38571,35432,37748,true
DEU,TOT,CHE,5331,119736,5464,91691,117410,true
DEU,TOT,SYR,129,1216,885,1251,1645,true
DEU,TOT,THA,180,379,769,1261,4005,true
DEU,TOT,TUR,4416,56413,86842,174757,272995,true
DEU,TOT,ARE,6,168,1829,3394,5831,true
DEU,TOT,GBR,147308,167846,185374,218592,338110,true
DEU,TOT,USA,1035269,987519,1204599,1227752,1250815,true
DEU,TOT,URY,4858,4025,2906,2307,1596,true
DEU,TOT,VEN,2200,6063,5625,4972,3983,true
DEU,TOT,PSE,1012,1207,1429,1881,2907,true
DEU,TOT,YEM,620,767,950,1176,1375,true
DEU,TOT,ZWE,1236,1594,1503,1418,1304,true
DEU,FEM,ARG,23325,17466,12561,9245,5795,true
DEU,FEM,AUS,53877,62054,54125,55163,55173,true
DEU,FEM,AUT,262194,113368,62913,55369,57529,true
DEU,FEM,BEL,7693,11013,12698,13202,17577,true
DEU,FEM,BIH,1330,1380,2524,10980,8493,true
DEU,FEM,BRA,27840,24289,20131,12522,9385,true
DEU,FEM,CAN,88113,92549,99556,123142,107853,true
DEU,FEM,CHL,5396,4013,3072,2716,2659,true
DEU,FEM,HRV,11766,12254,22485,3057,5151,true
DEU,FEM,CZE,293,324,358,2357,5501,true
DEU,FEM,DNK,18302,19697,15928,13869,14051,true
DEU,FEM,DOM,60,689,1218,1820,2550,true
DEU,FEM,EGY,213,494,836,4193,4575,true
DEU,FEM,FIN,1010,573,268,1516,1481,true
DEU,FEM,FRA,73631,121136,115287,123810,131715,true
DEU,FEM,GRC,121,336,3635,11823,6792,true
DEU,FEM,HUN,18179,13763,11574,9827,9293,true
DEU,FEM,IND,513,1619,1252,2878,2340,true
DEU,FEM,IRL,682,1017,1690,1996,5442,true
DEU,FEM,ISR,22368,27233,1603,7757,17398,true
DEU,FEM,ITA,34794,57723,47023,63252,37833,true
DEU,FEM,JPN,3,53,133,1640,1738,true
DEU,FEM,LVA,0,0,0,0,1364,true
DEU,FEM,LBN,30,179,14,5849,4707,true
DEU,FEM,LUX,9442,8177,7946,7399,7624,true
DEU,FEM,MKD,2326,2415,4415,7049,8189,true
DEU,FEM,MEX,2922,2526,2551,2254,2489,true
DEU,FEM,NLD,84980,23356,36382,79422,69039,true
DEU,FEM,NZL,1222,1549,1860,2583,4434,true
DEU,FEM,NOR,3249,4134,4578,5005,6165,true
DEU,FEM,POL,2961,2546,22210,40660,62114,true
DEU,FEM,PRT,539,1333,3299,8124,13747,true
DEU,FEM,QAT,15,513,102,5526,3556,true
DEU,FEM,ROM,2646,2294,1636,1178,1178,true
DEU,FEM,SAU,21,109,519,1258,1525,true
DEU,FEM,SCG,12786,13272,24270,13587,53078,true
DEU,FEM,SVN,3436,3578,6565,4388,2799,true
DEU,FEM,ZAF,12988,14095,15362,10691,11733,true
DEU,FEM,ESP,12523,21057,36166,46896,56978,true
DEU,FEM,SWE,22534,24926,19535,19670,20948,true
DEU,FEM,CHE,3171,72913,3053,51956,57853,true
DEU,FEM,TUR,2042,28056,42923,87172,140202,true
DEU,FEM,ARE,0,28,422,1073,1551,true
DEU,FEM,GBR,95739,103896,112199,129431,195845,true
DEU,FEM,USA,572383,503854,698749,715623,724160,true
DEU,FEM,VEN,923,2740,2541,2317,1814,true
DEU,FEM,PSE,520,615,726,959,1488,true
DEU,MAL,ARG,27328,18980,11762,8068,4625,true
DEU,MAL,AUS,50817,63631,52681,53647,52035,true
DEU,MAL,AUT,172957,76037,40148,33441,44354,true
DEU,MAL,BEL,7125,12416,15349,15160,18348,true
DEU,MAL,BIH,893,879,1521,8753,7047,true
DEU,MAL,BRA,30933,26354,21232,12985,10145,true
DEU,MAL,CAN,95834,96025,97433,95508,77892,true
DEU,MAL,CHL,6497,4146,2969,2643,2692,true
DEU,MAL,COL,1817,1753,1435,1182,1092,true
DEU,MAL,HRV,10202,10073,17491,2185,3630,true
DEU,MAL,CZE,202,224,247,1920,4230,true
DEU,MAL,DNK,9976,12187,10971,10606,12515,true
DEU,MAL,DOM,100,858,1665,2586,3649,true
DEU,MAL,EGY,224,442,650,4364,5407,true
DEU,MAL,FIN,506,412,371,1084,2205,true
DEU,MAL,FRA,80508,100387,86005,86729,128326,true
DEU,MAL,GRC,119,347,2880,9270,4557,true
DEU,MAL,HUN,17725,12124,9837,8101,7440,true
DEU,MAL,IND,817,2327,1142,2614,1562,true
DEU,MAL,IRL,713,946,1655,1925,4684,true
DEU,MAL,ISR,23262,26986,1390,7311,14945,true
DEU,MAL,ITA,23184,42597,32749,29867,17987,true
DEU,MAL,JPN,4,71,140,2048,2651,true
DEU,MAL,LVA,0,0,0,0,1247,true
DEU,MAL,LBN,33,175,17,3785,3762,true
DEU,MAL,LUX,4746,3955,4245,4463,5232,true
DEU,MAL,MKD,1562,1537,2660,5414,6290,true
DEU,MAL,MEX,3813,2928,2872,2379,3189,true
DEU,MAL,NLD,43622,24964,30401,48722,46535,true
DEU,MAL,NZL,1016,1396,1645,2273,3888,true
DEU,MAL,NOR,1891,2584,3247,3936,5523,true
DEU,MAL,PRY,285,960,868,1134,1078,true
DEU,MAL,PHL,47,262,268,582,1378,true
DEU,MAL,POL,2551,2200,12581,24045,46061,true
DEU,MAL,PRT,393,1101,3062,7363,12467,true
DEU,MAL,QAT,45,1379,345,10560,9098,true
DEU,MAL,ROM,2174,1841,1282,902,1290,true
DEU,MAL,SAU,25,151,808,2200,2215,true
DEU,MAL,SCG,8589,8452,14627,14040,49173,true
DEU,MAL,SVN,2979,2941,5107,3983,2703,true
DEU,MAL,ZAF,13499,15682,17395,10873,12197,true
DEU,MAL,ESP,11620,19665,33590,42480,52476,true
DEU,MAL,SWE,14512,17872,19036,15761,16799,true
DEU,MAL,CHE,2160,46823,2411,39735,59557,true
DEU,MAL,THA,107,217,591,1027,3356,true
DEU,MAL,TUR,2374,28357,43919,87584,132793,true
DEU,MAL,ARE,5,140,1408,2321,4280,true
DEU,MAL,GBR,51568,63950,73175,89161,142264,true
DEU,MAL,USA,462886,483665,505850,512129,526655,true
DEU,MAL,VEN,1277,3323,3084,2655,2169,true
DEU,MAL,PSE,492,592,703,921,1419,true
GHA,TOT,AUS,89,242,709,961,2029,true
GHA,TOT,AUT,82,57,102,189,1729,true
GHA,TOT,BEL,71,113,146,737,1600,true
GHA,TOT,BEN,457,593,771,1014,1742,true
GHA,TOT,BFA,10540,14957,28547,50696,42086,true
GHA,TOT,CAN,595,3371,6273,3436,16586,true
GHA,TOT,CIV,24664,38132,48900,92754,75072,true
GHA,TOT,DNK,31,0,178,425,1011,true
GHA,TOT,FRA,1375,3296,25,3589,2320,true
GHA,TOT,GAB,36,535,1063,2002,3046,true
GHA,TOT,DEU,464,1182,14388,12448,22996,true
GHA,TOT,ITA,313,479,2257,23764,34481,true
GHA,TOT,JPN,2,32,72,633,1701,true
GHA,TOT,LBR,6307,6910,13446,13446,12790,true
GHA,TOT,MLI,2263,2222,2181,2141,2535,true
GHA,TOT,NLD,1,905,2505,7219,10873,true
GHA,TOT,NER,130,175,237,1158,2368,true
GHA,TOT,NGA,7017,21843,198295,73458,123169,true
GHA,TOT,NOR,4,14,36,746,1073,true
GHA,TOT,SEN,910,586,618,1152,1136,true
GHA,TOT,SLE,621,1018,1257,1238,1282,true
GHA,TOT,ZAF,36,164,293,649,2809,true
GHA,TOT,ESP,0,0,0,454,2573,true
GHA,TOT,CHE,279,76,377,284,1244,true
GHA,TOT,TGO,17479,24989,26289,27460,28291,true
GHA,TOT,GBR,5581,880,17290,34132,6139,true
GHA,TOT,USA,1049,2496,9872,23957,68432,true
GHA,FEM,BFA,5665,7817,16779,31382,27163,true
GHA,FEM,CAN,282,1627,3046,1225,7104,true
GHA,FEM,CIV,14716,22750,29809,56179,43860,true
GHA,FEM,FRA,561,1347,12,1583,1175,true
GHA,FEM,DEU,139,472,3414,3841,10124,true
GHA,FEM,ITA,158,239,1293,10059,15690,true
GHA,FEM,LBR,2541,3031,7551,8000,7610,true
GHA,FEM,MLI,1181,1148,1116,1085,1146,true
GHA,FEM,NLD,0,247,842,3046,5255,true
GHA,FEM,NER,66,91,125,698,1438,true
GHA,FEM,NGA,2991,7698,70466,27262,47828,true
GHA,FEM,TGO,10971,15685,16400,17026,17433,true
GHA,FEM,GBR,1934,397,8162,17468,3178,true
GHA,FEM,USA,528,1395,3359,8980,29152,true
GHA,MAL,AUS,42,129,311,643,1178,true
GHA,MAL,BFA,4875,7140,11769,19315,14922,true
GHA,MAL,CAN,314,1743,3226,2211,9482,true
GHA,MAL,CIV,9949,15381,19091,36575,31212,true
GHA,MAL,FRA,814,1949,14,2006,1145,true
GHA,MAL,GAB,21,452,904,1706,2596,true
GHA,MAL,DEU,325,711,10974,8608,12872,true
GHA,MAL,ITA,155,240,964,13706,18791,true
GHA,MAL,JPN,1,19,37,548,1425,true
GHA,MAL,LBR,3766,3879,5895,5446,5181,true
GHA,MAL,MLI,1082,1074,1065,1056,1388,true
GHA,MAL,NLD,0,659,1662,4173,5618,true
GHA,MAL,NGA,4026,14145,127830,46196,75341,true
GHA,MAL,ZAF,17,102,187,433,1917,true
GHA,MAL,ESP,0,0,0,255,2148,true
GHA,MAL,TGO,6508,9305,9889,10434,10858,true
GHA,MAL,GBR,3647,483,9127,16664,2962,true
GHA,MAL,USA,521,1101,6513,14977,39280,true
GIB,TOT,FRA,1900,691,0,3,3205,true
