Origin,[Migration_Dim].[list].[Mig_Name].[Code],Dest,1960,1970,1980,1990,2000,gt50000
UKR,TOT,CAN,67976,57180,47265,47286,53801,true
UKR,TOT,DEU,2426,2708,7324,44527,58163,true
UKR,TOT,ISR,8094,9617,15742,31168,56111,true
UKR,TOT,KAZ,419850,515091,507057,510702,402671,true
UKR,TOT,LVA,29896,54289,67736,93528,53535,true
UKR,TOT,MDA,186092,224007,247940,266585,218596,true
UKR,TOT,POL,1177694,1014094,730271,508018,331462,true
UKR,TOT,RUS,3500317,3486564,3811434,4595811,3559975,true
UKR,TOT,USA,381955,293268,190645,146724,444101,true
UKR,TOT,UZB,0,140753,148398,199096,162266,true
UKR,FEM,BLR,76870,110248,133441,168116,110345,true
UKR,FEM,KAZ,263357,323098,318058,320345,252581,true
UKR,FEM,MDA,116729,140512,155523,167219,137117,true
UKR,FEM,POL,634186,545359,404371,290698,200927,true
UKR,FEM,RUS,2195621,2186994,2390774,2882785,2233043,true
UKR,FEM,USA,193095,149067,103108,80394,239165,true
UKR,FEM,UZB,0,88289,93085,124886,102828,true
UKR,MAL,BLR,45678,65512,79294,99899,76948,true
UKR,MAL,KAZ,156493,191993,188999,190357,150090,true
UKR,MAL,MDA,69363,83496,92416,99366,81479,true
UKR,MAL,POL,543508,468735,325901,217319,130535,true
UKR,MAL,RUS,1304696,1299570,1420661,1713027,1326933,true
UKR,MAL,USA,188860,144201,87537,66330,204936,true
UKR,MAL,UZB,0,52464,55313,74210,59438,true
GBR,TOT,AUS,724397,1041138,1092182,1076261,1026553,true
GBR,TOT,CAN,941217,903698,883022,914883,606723,true
GBR,TOT,FRA,59652,21828,42545,62630,100636,true
GBR,TOT,DEU,12501,29675,92204,81910,117124,true
GBR,TOT,IRL,54693,104694,179606,180936,227440,true
GBR,TOT,NZL,217720,248101,265055,272190,221729,true
GBR,TOT,ZAF,127568,170900,213123,154620,126343,true
GBR,TOT,ESP,10849,18300,31347,65258,86985,true
GBR,TOT,USA,870668,812912,797768,809113,833858,true
GBR,FEM,AUS,336248,505077,554952,534735,511331,true
GBR,FEM,CAN,487980,473532,471196,513680,337138,true
GBR,FEM,FRA,28495,10500,23327,34155,50974,true
GBR,FEM,IRL,28706,54058,91281,91862,115267,true
GBR,FEM,NZL,103924,121179,130287,135964,111561,true
GBR,FEM,ZAF,65005,85049,106381,80730,63399,true
GBR,FEM,USA,500550,453775,477637,470544,461753,true
GBR,MAL,AUS,388149,536062,537230,541526,515223,true
GBR,MAL,CAN,453237,430167,411827,401203,269584,true
GBR,MAL,DEU,6819,15922,53361,45527,70042,true
GBR,MAL,IRL,25987,50635,88325,89074,112173,true
GBR,MAL,NZL,113796,126922,134768,136227,110169,true
GBR,MAL,ZAF,62563,85850,106742,73890,62944,true
GBR,MAL,USA,370118,359137,320130,338570,372106,true
USA,TOT,AUS,11031,20504,36153,42482,53104,true
USA,TOT,CAN,276126,291996,313920,325306,270708,true
USA,TOT,FRA,48713,4871,27394,37519,82181,true
USA,TOT,DEU,17115,49707,90487,76471,114932,true
USA,TOT,ISR,2101,2496,2359,30705,70135,true
USA,TOT,JPN,12491,21058,22256,41124,50202,true
USA,TOT,MEX,99121,98764,160890,201431,350626,true
USA,TOT,PRI,55207,162837,233924,233011,243628,true
USA,TOT,GBR,119195,139813,120940,145459,165086,true
USA,FEM,CAN,148490,158157,172147,160529,134947,true
USA,FEM,MEX,51323,51964,83193,101808,173727,true
USA,FEM,PRI,27240,81776,119554,117751,128704,true
USA,FEM,GBR,52927,67073,56746,72487,86813,true
USA,MAL,CAN,127636,133839,141774,164777,135761,true
USA,MAL,DEU,9277,25677,47946,40920,65905,true
USA,MAL,MEX,47799,46801,77698,99622,176898,true
USA,MAL,PRI,27967,81061,114370,115261,114924,true
USA,MAL,GBR,66267,72740,64194,72972,78273,true
URY,TOT,ARG,56568,83443,114876,138094,119169,true
URY,FEM,ARG,30352,43361,58545,70934,61061,true
URY,MAL,ARG,26216,40081,56331,67160,58108,true
UZB,TOT,ISR,12271,14581,24682,56552,106193,true
UZB,TOT,KAZ,57380,90896,152934,139498,109989,true
UZB,TOT,KGZ,27238,41967,53907,69560,67084,true
UZB,TOT,RUS,0,257135,302213,529814,918037,true
UZB,TOT,TJK,32696,48169,63188,86619,65152,true
UZB,TOT,UKR,0,59756,71220,137095,242390,true
UZB,FEM,ISR,5820,7092,13146,29466,57663,true
UZB,FEM,KAZ,30162,47780,80390,73327,57816,true
UZB,FEM,RUS,0,135164,158859,278498,482568,true
UZB,FEM,UKR,0,31411,37437,72064,122377,true
UZB,MAL,KAZ,27218,43116,72544,66171,52173,true
UZB,MAL,RUS,0,121971,143354,251316,435469,true
UZB,MAL,UKR,0,28345,33783,65031,120013,true
VEN,TOT,ESP,10853,18306,31357,41530,54198,true
VEN,TOT,USA,7287,14645,41821,54323,118195,true
VEN,FEM,USA,3649,7925,20281,27641,62269,true
VEN,MAL,USA,3638,6720,21540,26682,55926,true
VNM,TOT,AUS,947,1579,39630,118469,152582,true
VNM,TOT,KHM,196744,165809,2151,19802,122104,true
VNM,TOT,CAN,1522,20030,39334,95419,146343,true
VNM,TOT,DEU,827,1105,1890,27393,69517,true
VNM,TOT,USA,14419,11234,262190,583889,1028454,true
VNM,FEM,AUS,387,688,18668,56320,78511,true
VNM,FEM,KHM,97301,83107,1093,10194,63707,true
VNM,FEM,CAN,718,9816,19376,43709,74052,true
VNM,FEM,USA,5743,5461,128257,278944,517964,true
VNM,MAL,AUS,560,891,20962,62149,74071,true
VNM,MAL,KHM,99443,82702,1058,9608,58397,true
VNM,MAL,CAN,803,10213,19958,51710,72291,true
VNM,MAL,USA,8676,5773,133932,304945,510490,true
VIR,TOT,USA,14977,50288,45969,8933,78966,true
PSE,TOT,JOR,48,6799,27169,63444,104718,true
PSE,TOT,KWT,342,661,57772,82268,77686,true
PSE,TOT,SAU,1121,6312,32186,83856,90715,true
PSE,TOT,SYR,112765,3426,246564,348765,458611,true
PSE,TOT,ARE,82,2455,26802,49732,85447,true
PSE,FEM,JOR,25,4174,16952,40068,57605,true
PSE,FEM,SYR,54816,1647,120441,170870,225257,true
PSE,MAL,SAU,667,3942,20993,56884,57752,true
PSE,MAL,SYR,57949,1779,126123,177894,233354,true
PSE,MAL,ARE,64,1824,17578,27472,52258,true
YEM,TOT,KWT,291,3286,31573,60909,57517,true
YEM,TOT,SAU,4300,24217,123492,321742,348060,true
YEM,TOT,ARE,54,1608,17551,32567,55955,true
YEM,FEM,SAU,1357,7013,32784,78261,97101,true
YEM,MAL,SAU,2943,17204,90708,243481,250959,true
ZWE,TOT,MWI,34762,34150,59662,58612,57580,true
ZWE,TOT,ZAF,26957,50720,74455,145958,129558,true
ZWE,FEM,ZAF,6109,16683,27845,60551,55554,true
ZWE,MAL,ZAF,20848,34037,46610,85407,74003,true
