Origin,[Migration_Dim].[list].[Mig_Name].[Code],Dest,1960,1970,1980,1990,2000,gt50000
JPN,TOT,BRA,166660,150773,141480,86189,70837,true
JPN,TOT,GBR,2942,310,12581,28849,59546,true
JPN,TOT,USA,114981,160338,335683,448625,500527,true
JPN,FEM,USA,67841,74197,198929,262341,298308,true
JPN,MAL,USA,47140,86141,136754,186284,202219,true
JOR,TOT,KWT,14838,175512,317832,460366,434725,true
JOR,TOT,SAU,1575,8868,45222,117818,127456,true
JOR,TOT,ARE,91,2739,29898,55475,95315,true
JOR,TOT,USA,1228,975,22763,34011,50422,true
JOR,TOT,PSE,94032,112110,132734,174663,269988,true
JOR,FEM,KWT,4117,80566,138092,180403,141361,true
JOR,FEM,PSE,46722,55259,65173,86171,133665,true
JOR,MAL,KWT,10721,94946,179740,279963,293364,true
JOR,MAL,SAU,941,5561,29610,80209,81470,true
JOR,MAL,ARE,72,2063,19971,31387,59515,true
JOR,MAL,PSE,47309,56852,67561,88492,136324,true
KAZ,TOT,ISR,7752,9211,15591,35723,67080,true
KAZ,TOT,KGZ,60112,72939,93049,125534,86404,true
KAZ,TOT,RUS,1097639,1371420,1486916,1825035,2584955,true
KAZ,TOT,UKR,0,204927,235611,343730,245072,true
KAZ,TOT,UZB,81010,119718,155469,202204,164799,true
KAZ,FEM,KGZ,33709,40902,52179,70395,50592,true
KAZ,FEM,RUS,615519,769047,833813,1023419,1449557,true
KAZ,FEM,UKR,0,114916,132123,192752,135148,true
KAZ,FEM,UZB,45428,67134,87182,113389,93533,true
KAZ,MAL,RUS,482120,602374,653103,801616,1135398,true
KAZ,MAL,UKR,0,90011,103488,150978,109924,true
KAZ,MAL,UZB,35582,52584,68287,88815,71266,true
KEN,TOT,GBR,7751,60648,104566,121741,130511,true
KEN,FEM,GBR,3587,27920,50022,58894,64861,true
KEN,MAL,GBR,4164,32728,54543,62847,65649,true
PRK,TOT,KOR,100600,149316,500248,550504,431629,true
PRK,FEM,KOR,48261,73960,227364,255043,229477,true
PRK,MAL,KOR,52339,75356,272883,295461,202152,true
KOR,TOT,CAN,838,11024,21648,25619,80541,true
KOR,TOT,JPN,622220,624009,667656,700574,685943,true
KOR,TOT,USA,12902,58927,313404,693692,896982,true
KOR,FEM,JPN,286239,296197,325799,349470,363931,true
KOR,FEM,USA,6399,28644,184662,399505,513627,true
KOR,MAL,JPN,335981,327812,341857,351104,322012,true
KOR,MAL,USA,6503,30283,128742,294187,383354,true
KWT,TOT,SAU,1251,7048,35942,93641,101301,true
KWT,TOT,PSE,54458,64928,76872,101155,156362,true
KWT,FEM,PSE,25228,29821,35163,46507,72156,true
KWT,MAL,SAU,902,5250,27569,73727,76445,true
KWT,MAL,PSE,29230,35107,41709,54649,84206,true
KGZ,TOT,KAZ,0,60951,9945,93616,73813,true
KGZ,TOT,RUS,0,0,93846,260914,463521,true
KGZ,TOT,UZB,0,50545,64761,79663,64926,true
KGZ,FEM,RUS,0,0,51179,142290,252782,true
KGZ,MAL,RUS,0,0,42667,118624,210739,true
LAO,TOT,USA,3163,2393,55861,188630,213399,true
LAO,FEM,USA,1270,1163,26360,90616,104546,true
LAO,MAL,USA,1893,1230,29501,98014,108852,true
LVA,TOT,DEU,16411,17037,16597,54620,56469,true
LVA,TOT,RUS,0,127388,143546,99932,102518,true
LVA,TOT,USA,96715,74270,70923,65850,69779,true
LVA,FEM,RUS,0,69535,78355,54548,55960,true
LBN,TOT,AUS,6926,12301,47852,66906,70359,true
LBN,TOT,CAN,696,9160,17988,29043,66923,true
LBN,TOT,DEU,1056,1689,12287,18913,51611,true
LBN,TOT,KWT,6673,30203,45578,80917,76410,true
LBN,TOT,USA,23394,29825,59509,99437,113215,true
LBN,FEM,USA,11125,15111,26514,41989,50460,true
LBN,MAL,USA,12269,14715,32995,57448,62755,true
LSO,TOT,ZAF,199144,190023,178089,286656,114095,true
LSO,FEM,ZAF,64306,43195,22275,81100,50013,true
LSO,MAL,ZAF,134838,146829,155814,205556,64081,true
LBR,TOT,GIN,247,369,551,35154,117820,true
LBR,FEM,GIN,156,235,353,18477,63678,true
LBR,MAL,GIN,91,134,198,16677,54142,true
LTU,TOT,DEU,39538,41045,39988,122059,126069,true
LTU,TOT,POL,304562,262253,188812,131294,85576,true
LTU,TOT,RUS,0,126487,110107,116115,86199,true
LTU,TOT,USA,112270,86216,89977,75070,77169,true
LTU,FEM,DEU,19764,18089,19367,58918,65022,true
LTU,FEM,POL,164005,141034,104495,75023,51703,true
LTU,MAL,DEU,19773,22957,20621,63142,61047,true
MAC,TOT,HKG,13355,1625889,8553,144908,69229,true
MKD,TOT,DEU,4689,22794,32954,28788,54994,true
MKD,TOT,CHE,1455,3920,11355,23592,58224,true
MWI,TOT,ZWE,134866,173843,163962,154642,142229,true
MWI,MAL,ZWE,112980,125716,118571,111831,102854,true
MYS,TOT,AUS,5532,10584,30470,69734,77737,true
MYS,TOT,BRN,13440,21231,35713,40846,58104,true
MYS,TOT,HKG,150,7758,11156,3732,70681,true
MYS,TOT,SGP,129858,187189,213364,343171,725607,true
MYS,TOT,GBR,11992,26661,46512,45502,50446,true
MYS,TOT,USA,662,507,11824,34825,52623,true
MYS,FEM,HKG,61,3447,3239,2454,54464,true
MYS,FEM,SGP,61993,96978,112843,188684,410189,true
MYS,MAL,SGP,67865,90210,100520,154487,315418,true
MLI,TOT,BFA,13096,18584,35472,37614,64438,true
MLI,TOT,CIV,183795,284150,364393,393886,444425,true
MLI,TOT,NER,16281,21978,29667,43935,58083,true
MLI,TOT,NGA,391,13610,138977,53753,90128,true
MLI,FEM,CIV,77272,119463,158025,174533,200948,true
MLI,MAL,CIV,106523,164686,206368,219353,243477,true
MTQ,TOT,FRA,10971,1097,94001,702,132228,true
MTQ,FEM,FRA,5241,532,48396,385,68753,true
MTQ,MAL,FRA,5730,564,45605,317,63475,true
MEX,TOT,USA,610787,936424,2408502,4662233,9367910,true
MEX,FEM,USA,286128,553017,1153023,2095284,4177030,true
MEX,MAL,USA,324660,383407,1255478,2566949,5190881,true
MDA,TOT,RUS,79527,111747,130384,228795,277527,true
MDA,TOT,UKR,139233,153206,169151,186983,165126,true
MDA,FEM,RUS,43198,60700,70823,124280,150750,true
MDA,FEM,UKR,75630,83220,91881,101568,89575,true
MDA,MAL,RUS,36329,51047,59560,104515,126777,true
MDA,MAL,UKR,63603,69986,77270,85415,75551,true
MAR,TOT,BEL,2109,40107,108759,141833,110962,true
MAR,TOT,FRA,155574,294994,540819,654248,262462,true
MAR,TOT,DEU,9431,11846,54042,50126,84619,true
MAR,TOT,ISR,191014,226971,217033,182652,187826,true
MAR,TOT,ITA,9169,14158,8767,160780,286498,true
MAR,TOT,NLD,27,15355,42489,122444,151254,true
MAR,TOT,ESP,24997,42164,72226,105884,253173,true
MAR,FEM,BEL,897,15236,48322,66139,51827,true
MAR,FEM,FRA,65313,122186,224734,293120,132941,true
MAR,FEM,ISR,96256,117115,109943,91770,97735,true
MAR,FEM,ITA,4639,7072,3744,39162,123523,true
MAR,FEM,NLD,14,4107,14050,50900,68599,true
MAR,FEM,ESP,12363,20785,35704,50649,100095,true
MAR,MAL,BEL,1212,24871,60436,75694,59135,true
MAR,MAL,FRA,90261,172808,316085,361128,129521,true
MAR,MAL,DEU,6066,9050,36176,29730,51275,true
MAR,MAL,ISR,94758,109855,107089,90883,90091,true
MAR,MAL,ITA,4530,7086,5023,121618,162975,true
MAR,MAL,NLD,13,11249,28439,71544,82655,true
MAR,MAL,ESP,12634,21379,36521,55236,153079,true
MOZ,TOT,MWI,209525,205837,114444,112430,110451,true
MOZ,TOT,PRT,7871,20564,53728,73705,74227,true
MOZ,TOT,ZAF,161807,119683,74784,129409,264572,true
MOZ,TOT,GBR,399,1454,2925,218,62051,true
MOZ,TOT,ZWE,90116,116161,109558,103331,95036,true
MOZ,FEM,MWI,104582,102911,57453,56534,55631,true
MOZ,FEM,ZAF,5786,5765,5900,33143,75419,true
MOZ,MAL,MWI,104943,102926,56991,55895,54820,true
MOZ,MAL,ZAF,156021,113919,68884,96266,189153,true
MOZ,MAL,ZWE,72741,78911,74426,70195,64561,true
MMR,TOT,IND,65312,139410,150508,83260,60627,true
MMR,TOT,THA,30263,10728,30234,52701,171759,true
MMR,FEM,THA,14420,3894,13903,25203,82676,true
MMR,MAL,THA,15843,6834,16331,27497,89084,true
NPL,TOT,IND,515785,523992,560061,503422,649166,true
NPL,FEM,IND,227065,251220,301035,285802,345720,true
NPL,MAL,IND,288720,272772,259027,217621,303446,true
NLD,TOT,AUS,97734,115065,92616,92016,82545,true
NLD,TOT,BEL,49027,62496,68095,65336,92240,true
NLD,TOT,CAN,131332,132782,136859,154743,115944,true
NLD,TOT,DEU,68276,99802,110516,96774,112253,true
NLD,TOT,USA,123774,130939,115731,107769,106397,true
NLD,FEM,CAN,60765,62227,65402,75980,58473,true
NLD,FEM,DEU,31204,45407,52017,46534,51328,true
NLD,FEM,USA,56762,66556,58082,55056,53473,true
NLD,MAL,BEL,28048,35388,39305,37578,50915,true
NLD,MAL,CAN,70567,70555,71456,78763,57471,true
NLD,MAL,DEU,37072,54396,58499,50240,60925,true
NLD,MAL,USA,67012,64383,57649,52712,52923,true
ANT,TOT,NLD,2,7451,20623,59438,83538,true
NZL,TOT,AUS,45855,60518,174094,256718,350498,true
NZL,TOT,GBR,16621,22342,29470,41516,60530,true
NZL,FEM,AUS,19518,30771,84978,125729,172617,true
NZL,MAL,AUS,26337,29746,89115,130989,177882,true
NIC,TOT,CRI,17823,12633,28054,99006,226582,true
NIC,TOT,USA,10215,19029,49468,181863,229386,true
NIC,FEM,CRI,8272,5660,13540,49158,113407,true
NIC,FEM,USA,6086,10027,29801,93391,122052,true
NIC,MAL,CRI,9552,6972,14514,49848,113175,true
NIC,MAL,USA,4129,9002,19667,88472,107334,true
NER,TOT,CIV,17447,26974,34591,46894,57705,true
NER,TOT,NGA,8171,12738,99837,34660,58115,true
NGA,TOT,CMR,101964,114719,91346,85742,72187,true
NGA,TOT,GBR,15725,29796,32060,51154,106221,true
NGA,TOT,USA,3141,5885,31976,69384,141571,true
NGA,FEM,GBR,5725,12737,13690,25462,53670,true
NGA,FEM,USA,1580,3280,10160,22253,61963,true
NGA,MAL,GBR,10000,17059,18369,25692,52551,true
NGA,MAL,USA,1561,2606,21816,47130,79608,true
OMN,TOT,ARE,112,3354,36608,67927,116710,true
OMN,TOT,PSE,31526,37587,44501,58559,90518,true
OMN,MAL,ARE,98,2849,28853,48004,88063,true
PAK,TOT,CAN,845,11119,21835,19370,81236,true
PAK,TOT,FRA,43945,4394,6210,10825,74137,true
PAK,TOT,IND,8662538,8141307,3063529,1866445,1331659,true
PAK,TOT,KWT,2604,18261,42340,65643,61987,true
PAK,TOT,OMN,5110,7352,17096,49584,73001,true
PAK,TOT,SAU,7889,44432,226578,590319,638606,true
PAK,TOT,ARE,547,16366,178653,331493,569556,true
PAK,TOT,GBR,36635,143669,192672,243379,350867,true
PAK,TOT,USA,1970,8798,35058,92839,234081,true
PAK,FEM,IND,3995350,3752272,1398391,866922,637647,true
PAK,FEM,SAU,2849,14801,69548,166811,205399,true
PAK,FEM,ARE,69,2444,37565,96574,138798,true
PAK,FEM,GBR,7204,40670,83416,118194,169751,true
PAK,FEM,USA,508,4277,13556,34291,99432,true
PAK,MAL,IND,4667188,4389035,1665139,999523,694012,true
PAK,MAL,OMN,4442,6395,14880,43185,63646,true
PAK,MAL,SAU,5041,29632,157030,423508,433206,true
PAK,MAL,ARE,478,13922,141088,234919,430757,true
PAK,MAL,GBR,29431,102998,109256,125185,181116,true
PAK,MAL,USA,1462,4521,21501,58548,134649,true
PAN,TOT,USA,13957,23657,92341,129412,146882,true
PAN,FEM,USA,8128,12079,52184,73446,86620,true
PAN,MAL,USA,5829,11577,40157,55966,60261,true
PRY,TOT,ARG,157030,205465,265190,261080,331688,true
PRY,FEM,ARG,77652,107170,142108,146556,187814,true
PRY,MAL,ARG,79379,98295,123082,114523,143873,true
PER,TOT,ARG,1691,4992,8559,16347,91182,true
PER,TOT,USA,7756,29305,67507,162190,285925,true
PER,FEM,ARG,643,1712,2860,6651,53689,true
PER,FEM,USA,3642,15321,34403,82431,147990,true
PER,MAL,USA,4114,13983,33105,79759,137935,true
PHL,TOT,AUS,411,1135,14880,71010,102420,true
PHL,TOT,CAN,2423,31892,62629,94814,233010,true
PHL,TOT,DEU,753,986,1517,15153,60903,true
PHL,TOT,ITA,674,9067,8558,61744,85891,true
PHL,TOT,JPN,455,7521,16641,44533,121274,true
PHL,TOT,MYS,418,14889,48372,168737,175740,true
PHL,TOT,SAU,4569,25733,131223,341884,369850,true
PHL,TOT,TWN,0,0,0,2742,95491,true
PHL,TOT,USA,111801,246767,590421,1059379,1505820,true
PHL,FEM,AUS,26,587,6529,46175,66983,true
PHL,FEM,CAN,1144,15630,30851,51193,133733,true
PHL,FEM,ITA,341,4858,7180,45719,55260,true
PHL,FEM,JPN,195,3213,8091,36462,99560,true
PHL,FEM,MYS,147,6949,22037,84919,92591,true
PHL,FEM,SAU,3629,19899,98618,249229,282579,true
PHL,FEM,TWN,0,0,0,1356,64703,true
PHL,FEM,USA,30805,119963,315997,592693,860737,true
PHL,MAL,CAN,1279,16262,31778,43621,99277,true
PHL,MAL,MYS,271,7940,26335,83818,83149,true
PHL,MAL,SAU,940,5834,32605,92655,87271,true
PHL,MAL,USA,80997,126805,274423,466686,645083,true
POL,TOT,AUS,57514,71265,57320,66643,57567,true
POL,TOT,BLR,538881,382600,403169,417720,291909,true
POL,TOT,CAN,166767,155413,146847,180870,177013,true
POL,TOT,FRA,474428,280117,163788,139231,800387,true
POL,TOT,DEU,2226485,2325732,2338469,1790828,1999975,true
POL,TOT,ISR,176518,209745,175609,121526,89706,true
POL,TOT,RUS,118422,107084,99733,94594,442389,true
POL,TOT,UKR,363297,295107,258309,219179,214578,true
POL,TOT,GBR,146451,120478,95661,75006,207480,true
POL,TOT,USA,780612,648999,454279,421431,490599,true
POL,FEM,BLR,294129,208829,220056,227998,147688,true
POL,FEM,CAN,74519,73666,74780,91857,94875,true
POL,FEM,FRA,226631,149207,99038,87351,405409,true
POL,FEM,DEU,1112903,1107802,1219483,996274,1028120,true
POL,FEM,RUS,64636,58448,54436,51631,241462,true
POL,FEM,UKR,198293,161074,140989,119631,116895,true
POL,FEM,GBR,47329,40841,35073,31887,105883,true
POL,FEM,USA,395948,349269,249624,222133,261747,true
POL,MAL,BLR,244752,173771,183114,189722,144220,true
POL,MAL,CAN,92248,81747,72067,89013,82137,true
POL,MAL,FRA,247797,130909,64750,51879,394978,true
POL,MAL,DEU,1113582,1217930,1118985,794554,971855,true
POL,MAL,RUS,53786,48636,45297,42963,200926,true
POL,MAL,UKR,165004,134033,117320,99548,97683,true
POL,MAL,GBR,99122,79636,60587,43119,101597,true
POL,MAL,USA,384663,299730,204655,199299,228852,true
PRT,TOT,BRA,486914,429297,389006,273088,212917,true
PRT,TOT,CAN,14097,72928,134473,161005,151562,true
PRT,TOT,FRA,83587,306809,633769,609339,141016,true
PRT,TOT,DEU,9535,53044,109623,72350,138240,true
PRT,TOT,CHE,10845,3962,27261,93373,148832,true
PRT,TOT,USA,84417,142208,229168,235097,212370,true
PRT,TOT,VEN,40463,58242,83376,72727,54250,true
PRT,FEM,BRA,203217,186748,174353,128316,102079,true
PRT,FEM,CAN,5524,34289,64611,76969,77516,true
PRT,FEM,FRA,39929,107028,294653,291415,71427,true
PRT,FEM,DEU,3609,18974,50730,34562,59614,true
PRT,FEM,CHE,6450,2017,13078,48372,74211,true
PRT,FEM,USA,38777,65840,115858,117129,108167,true
PRT,MAL,BRA,283697,242549,214653,144772,110837,true
PRT,MAL,CAN,8573,38639,69863,84036,74046,true
PRT,MAL,FRA,43658,199781,339117,317924,69589,true
PRT,MAL,DEU,5926,34070,58893,37788,78626,true
PRT,MAL,CHE,4394,1944,14183,45001,74621,true
PRT,MAL,USA,45640,76368,113310,117969,104203,true
PRI,TOT,USA,657479,941566,1106839,1437657,1455095,true
PRI,FEM,USA,333559,499812,592009,744353,760999,true
PRI,MAL,USA,323920,441754,514830,693303,694096,true
REU,TOT,FRA,1098,2631,72851,35,91314,true
ROM,TOT,CAN,26271,22552,19193,29887,59644,true
ROM,TOT,FRA,73476,26556,13143,15725,123957,true
ROM,TOT,DEU,43692,46324,74251,1144848,324085,true
ROM,TOT,HUN,48848,174498,160423,139690,133077,true
ROM,TOT,ISR,175882,208990,193905,151154,139278,true
ROM,TOT,ITA,3917,3733,3886,38031,119123,true
ROM,TOT,USA,88406,83757,69349,101256,140085,true
ROM,FEM,FRA,35099,12775,6141,8018,62786,true
ROM,FEM,DEU,21717,24590,33573,593806,154625,true
ROM,FEM,HUN,33755,96559,89460,78729,75852,true
ROM,FEM,ISR,84013,102349,103328,84222,85968,true
ROM,FEM,ITA,2236,2193,2395,25511,67837,true
ROM,FEM,USA,44524,42574,36151,51209,72757,true
ROM,MAL,FRA,38377,13780,7002,7707,61171,true
ROM,MAL,DEU,21976,21734,40677,551042,169460,true
ROM,MAL,HUN,15093,77939,70963,60961,57225,true
ROM,MAL,ISR,91869,106641,90577,66932,53310,true
ROM,MAL,ITA,1681,1539,1491,12520,51286,true
ROM,MAL,USA,43882,41184,33198,50047,67327,true
RUS,TOT,AZE,185297,189506,175676,161999,106281,true
RUS,TOT,BLR,386328,552048,664763,786672,549738,true
RUS,TOT,CAN,65180,54827,45320,45340,51588,true
RUS,TOT,EST,151993,211716,258636,300430,190599,true
RUS,TOT,FRA,129036,47074,20129,22391,217690,true
RUS,TOT,GEO,225876,219678,208442,191274,119977,true
RUS,TOT,DEU,286209,297315,299809,936128,978793,true
RUS,TOT,ISR,60594,72000,117851,233339,420072,true
RUS,TOT,KAZ,1525680,2143604,2329099,2450213,1931909,true
RUS,TOT,KGZ,231051,320559,343356,348471,167792,true
RUS,TOT,LVA,236232,299127,348740,384423,238521,true
RUS,TOT,LTU,116059,135249,153225,173938,95737,true
RUS,TOT,MDA,129600,183361,223748,248674,203909,true
RUS,TOT,POL,293946,253112,176771,115870,64036,true
RUS,TOT,TJK,156970,207267,237535,234030,176029,true
RUS,TOT,TKM,133516,165032,180021,175788,128858,true
RUS,TOT,UKR,3233837,4182267,4803152,5211922,3613240,true
RUS,TOT,UZB,540184,755132,854737,915978,746535,true
RUS,FEM,AZE,109810,112304,104108,96003,63691,true
RUS,FEM,BLR,228944,327152,393949,466194,304274,true
RUS,FEM,EST,94262,97278,145284,156811,117418,true
RUS,FEM,FRA,61639,22646,11614,14310,110264,true
RUS,FEM,GEO,133858,130185,123526,113352,71898,true
RUS,FEM,DEU,143043,129160,143733,495529,528889,true
RUS,FEM,ISR,28507,34741,63165,137500,264543,true
RUS,FEM,KAZ,904141,1270333,1380260,1452034,1144879,true
RUS,FEM,KGZ,136925,189968,203478,206509,103014,true
RUS,FEM,LVA,146505,137441,195899,200652,144742,true
RUS,FEM,LTU,71977,62143,86071,90788,54789,true
RUS,FEM,MDA,76803,108662,132597,147368,120840,true
RUS,FEM,TJK,93023,122829,140767,138690,105489,true
RUS,FEM,TKM,79123,97800,106683,104175,77220,true
RUS,FEM,UKR,1916422,2478476,2846421,3088665,2135486,true
RUS,FEM,UZB,320121,447503,506530,542823,447374,true
RUS,MAL,BLR,157384,224896,270814,320478,245464,true
RUS,MAL,EST,57731,114438,113352,143619,73181,true
RUS,MAL,FRA,67396,24429,8516,8080,107427,true
RUS,MAL,DEU,143166,168154,156075,440599,449905,true
RUS,MAL,ISR,32087,37259,54685,95839,155528,true
RUS,MAL,KAZ,621538,873271,948839,998179,787030,true
RUS,MAL,KGZ,94127,130591,139878,141962,64778,true
RUS,MAL,LVA,89727,161686,152841,183771,93779,true
RUS,MAL,MDA,52797,74698,91152,101306,83070,true
RUS,MAL,TJK,63947,84437,96768,95340,70540,true
RUS,MAL,TKM,54392,67231,73338,71613,51638,true
RUS,MAL,UKR,1317416,1703791,1956730,2123257,1477754,true
RUS,MAL,UZB,220062,307629,348207,373155,299161,true
RWA,TOT,SDN,29218,27876,35758,50049,60380,true
RWA,TOT,UGA,246936,246493,184689,141288,65400,true
SAU,TOT,PSE,30265,36084,42722,56217,86899,true
SEN,TOT,GMB,19077,23284,40150,68127,98366,true
SCG,TOT,AUS,14653,25246,43967,47665,54847,true
SCG,TOT,AUT,20913,113323,528,126541,187588,true
SCG,TOT,CAN,21853,56265,92531,44739,63583,true
SCG,TOT,HRV,174,177,316,100302,87639,true
SCG,TOT,FRA,32459,11704,36738,35714,54760,true
SCG,TOT,DEU,64476,299210,430759,376610,710269,true
SCG,TOT,ITA,26299,13032,14240,29707,78462,true
SCG,TOT,NLD,2095,2391,5526,14880,52088,true
SCG,TOT,SWE,825,19854,37859,26905,71180,true
SCG,TOT,CHE,8861,15111,45303,90415,223145,true
SCG,TOT,TUR,191101,159669,114884,138955,112537,true
SCG,TOT,USA,74605,78381,72483,64402,64520,true
SCG,FEM,AUT,10268,64780,298,67352,98457,true
SCG,FEM,DEU,29284,112374,189368,173017,319290,true
SCG,FEM,CHE,5271,7242,20869,45499,112242,true
SCG,FEM,TUR,91781,77765,56500,70491,60033,true
SCG,MAL,AUT,10645,48543,230,59189,89132,true
SCG,MAL,DEU,35192,186835,241391,203593,390979,true
SCG,MAL,CHE,3590,7870,24434,44916,110903,true
SCG,MAL,TUR,99320,81904,58384,68463,52504,true
SLE,TOT,GIN,1609,2401,3582,29841,97669,true
SLE,FEM,GIN,750,1130,1704,15515,52448,true
SGP,TOT,HKG,137,7560,10167,3637,68886,true
SGP,TOT,MYS,2568,52926,52348,50381,65444,true
SGP,FEM,HKG,55,3809,3419,2391,53080,true
SVK,TOT,CZE,21755,24044,26573,187831,287874,true
SVK,TOT,FRA,34877,12606,3007,2779,58839,true
SVK,TOT,DEU,194210,209061,199219,104232,118829,true
SVK,FEM,CZE,13054,14427,15945,105110,154953,true
SVK,FEM,DEU,97076,109402,108407,56153,62154,true
SVK,MAL,CZE,8701,9616,10628,82721,132921,true
SVK,MAL,DEU,97134,99659,90812,48079,56675,true
SOM,TOT,ETH,92237,87739,92238,96967,101938,true
SOM,FEM,ETH,49908,48827,53293,57910,60510,true
ZAF,TOT,AUS,7540,11175,26003,47583,79021,true
ZAF,TOT,MOZ,523,363,1315,35916,159113,true
ZAF,TOT,GBR,46296,48980,55516,77458,143298,true
ZAF,TOT,USA,5724,12349,23096,42299,68041,true
ZAF,FEM,MOZ,299,264,997,19799,84516,true
ZAF,FEM,GBR,25335,26950,30399,40936,75250,true
ZAF,MAL,MOZ,224,98,318,16118,74597,true
ZAF,MAL,GBR,20961,22030,25117,36523,68048,true
ESP,TOT,ARG,753707,547743,373063,252380,137084,true
ESP,TOT,FRA,89841,736748,489332,429029,151566,true
ESP,TOT,DEU,52278,244214,176968,131604,133635,true
ESP,TOT,CHE,24340,122841,126727,126965,88369,true
ESP,TOT,GBR,24611,31623,41002,39279,60888,true
ESP,TOT,USA,47232,68175,97039,110958,119977,true
ESP,TOT,VEN,162858,144301,130624,110859,77759,true
ESP,FEM,ARG,367547,276774,201116,140604,77299,true
ESP,FEM,FRA,42916,361183,248325,228048,76771,true
ESP,FEM,DEU,14000,85905,75376,58625,63441,true
ESP,FEM,USA,17978,32004,47783,56537,62356,true
ESP,MAL,ARG,386160,270969,171948,111776,59785,true
ESP,MAL,FRA,46924,375566,241006,200982,74795,true
ESP,MAL,DEU,38278,158309,101592,72978,70194,true
ESP,MAL,USA,29254,36171,49256,54421,57621,true
LKA,TOT,AUS,3278,6413,16361,36034,52695,true
LKA,TOT,CAN,929,12227,24012,10798,89335,true
LKA,TOT,DEU,719,940,1602,23687,58017,true
LKA,TOT,IND,30652,40358,236125,273679,185572,true
LKA,TOT,SAU,1371,7723,39383,102608,111001,true
LKA,FEM,IND,15290,20623,118029,134082,92118,true
LKA,FEM,SAU,1196,6627,33193,84822,94534,true
LKA,MAL,IND,15361,19734,118096,139598,93453,true
SDN,TOT,SAU,2457,13838,70566,183849,198887,true
SDN,TOT,UGA,55329,55230,68309,89753,149360,true
SDN,FEM,SAU,876,4548,21362,51213,63109,true
SDN,FEM,UGA,25760,24511,33977,45865,73329,true
SDN,MAL,SAU,1581,9289,49203,132636,135778,true
SDN,MAL,UGA,29569,30718,34332,43889,76030,true
SUR,TOT,NLD,4,20342,56301,162265,178273,true
SUR,FEM,NLD,2,7192,23948,83723,96152,true
SUR,MAL,NLD,2,13150,32354,78542,82120,true
SWE,TOT,USA,223726,150445,86323,61169,55584,true
CHE,TOT,USA,64313,58898,49072,45950,51605,true
SYR,TOT,KWT,2105,32500,75353,107628,101634,true
SYR,TOT,SAU,1300,7324,37349,97307,105266,true
SYR,TOT,USA,17521,19371,24145,40501,55753,true
SYR,MAL,KWT,1475,20543,48090,60231,63983,true
SYR,MAL,SAU,822,4836,25648,69221,70724,true
TWN,TOT,CAN,715,9415,18489,8313,68789,true
TWN,TOT,USA,4914,3743,87355,271828,337316,true
TWN,FEM,USA,1970,1820,46402,143428,187533,true
TWN,MAL,USA,2944,1923,40953,128399,149783,true
TJK,TOT,RUS,0,0,71907,153806,383057,true
TJK,TOT,UZB,28047,40402,53560,84089,68534,true
TJK,FEM,RUS,0,0,35570,76082,189485,true
TJK,MAL,RUS,0,0,36337,77724,193572,true
TZA,TOT,KEN,17062,39074,38473,37313,61151,true
THA,TOT,KHM,161712,136285,1768,16276,100363,true
THA,TOT,MYS,135,7389,17853,50151,50423,true
THA,TOT,TWN,0,0,0,4120,143484,true
THA,TOT,USA,3672,2886,67362,127144,186520,true
THA,FEM,KHM,78192,66805,879,8200,51257,true
THA,FEM,USA,1459,1403,39933,71350,106626,true
THA,MAL,TWN,0,0,0,2083,117355,true
THA,MAL,USA,2213,1483,27429,55794,79894,true
TGO,TOT,NGA,6858,14879,127025,45872,76914,true
TTO,TOT,CAN,183,2105,4110,46118,63625,true
TTO,TOT,USA,42888,25338,75872,126874,207679,true
TTO,FEM,USA,20885,13906,41466,70448,117217,true
TTO,MAL,USA,22002,11432,34407,56426,90461,true
TUN,TOT,FRA,184315,287917,354171,365219,310949,true
TUN,TOT,ITA,2368,3656,43954,67184,75808,true
TUN,TOT,LBY,1150,15154,38523,56748,67943,true
TUN,FEM,FRA,86678,135452,157960,166987,157501,true
TUN,MAL,FRA,97637,152465,196211,198232,153448,true
TUR,TOT,AUT,7923,32618,151624,183825,179638,true
TUR,TOT,BEL,3414,20782,68368,87317,58404,true
TUR,TOT,FRA,45348,4534,126356,173732,76505,true
TUR,TOT,DEU,26986,442229,1653805,1460465,2008979,true
TUR,TOT,NLD,11,18665,51658,148878,176306,true
TUR,TOT,SAU,945,5321,27136,70700,76483,true
TUR,TOT,CHE,19619,13020,57206,91010,87066,true
TUR,TOT,USA,54645,61669,64788,68124,93670,true
TUR,FEM,AUT,3148,11938,76621,92516,87274,true
TUR,FEM,DEU,9119,128830,683271,663317,919690,true
TUR,FEM,NLD,6,5320,18104,65098,84064,true
TUR,MAL,AUT,4775,20681,75003,91309,92364,true
TUR,MAL,DEU,17867,313398,970534,797148,1089290,true
TUR,MAL,NLD,5,13345,33554,83780,92241,true
TUR,MAL,SAU,679,3951,20756,55521,57545,true
TUR,MAL,USA,29401,31689,31882,35131,50799,true
TKM,TOT,RUS,203702,70879,81273,140551,175252,true
TKM,FEM,RUS,109657,38155,43751,75662,94342,true
TKM,MAL,RUS,94045,32723,37522,64889,80910,true
UGA,TOT,KEN,28535,33323,39950,46795,351083,true
UGA,TOT,SDN,24951,23805,30536,42548,51331,true
UGA,FEM,KEN,10768,17147,21099,24488,179961,true
UGA,MAL,KEN,17767,16176,18851,22307,171122,true
UKR,TOT,BLR,122548,175761,212735,268015,187293,true
