1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
15.47,16.39,18.32,20.28,22.57,25.49,26.50,28.72,32.90,36.61,39.95,38.45,37.86,37.64,36.71,37.08,44.97,51.71,55.49,54.78,61.22,63.34,66.82,65.06,67.86,74.78,71.86,66.28,65.21,66.31,64.11,61.47,63.90,73.12,80.06,82.32,84.16,90.89,95.68,92.87,93.87,100.00,97.84
